p_id,wave_num,time_glbcc
R2PH1858,5,10
R2PH18586,5,15
R2PH18598,5,8
R2PH18617,5,11
R2PH18653,5,12
R2PH1869,5,12
R2PH18718,5,17
R2PH1881,5,8
R2PH18901,5,55
R2PH1894,5,12
R2PH1916,5,14
R2PH19181,5,23
R2PH19220,5,13
R2PH19231,5,21
R2PH19232,5,10
R2PH1927,5,20
R2PH19392,5,14
R2PH19437,5,19
R2PH19636,5,18
R2PH1965,5,11
R2PH19694,5,8
R2PH1972,5,14
R2PH19893,5,25
R2PH19947,5,10
R2PH20118,5,36
R2PH20207,5,36
R2PH20224,5,21
R2PH20247,5,18
R2PH20316,5,22
R2PH20329,5,13
R2PH20469,5,11
R2PH2054,5,10
R2PH20791,5,13
R2PH21100,5,22
R2PH21216,5,32
R2PH21239,5,6
R2PH21324,5,69
R2PH21388,5,23
R2PH21409,5,14
R2PH21427,5,16
R2PH21566,5,20
R2PH21588,5,16
R2PH21863,5,9
R2PH2187,5,19
R2PH22009,5,18
R2PH22042,5,16
R2PH22156,5,15
R2PH22257,5,7
R2PH22296,5,26
R2PH22366,5,28
R2PH22572,5,10
R2PH22658,5,16
R2PH22664,5,21
R2PH22693,5,32
R2PH227,5,17
R2PH22972,5,27
R2PH23008,5,25
R2PH23062,5,10
R2PH23088,5,29
R2PH23111,5,15
R2PH23116,5,9
R2PH23209,5,24
R2PH23387,5,15
R2PH2346,5,16
R2PH23460,5,15
R2PH23491,5,21
R2PH23641,5,12
R2PH23673,5,24
R2PH23710,5,12
R2PH23785,5,23
R2PH2385,5,22
R2PH2386,5,11
R2PH23927,5,39
R2PH23952,5,41
R2PH23985,5,11
R2PH2405,5,19
R2PH24080,5,11
R2PH24161,5,13
R2PH2424,5,44
R2PH24243,5,24
R2PH24423,5,16
R2PH24466,5,51
R2PH24529,5,12
R2PH24530,5,10
R2PH24574,5,26
R2PH24892,5,19
R2PH24936,5,19
R2PH25076,5,97
R2PH25174,5,14
R2PH25400,5,21
R2PH25609,5,15
R2PH25637,5,18
R2PH25664,5,14
R2PH25691,5,18
R2PH25786,5,21
R2PH25899,5,15
R2PH2590,5,20
R2PH26031,5,10
R2PH26141,5,14
R2PH26195,5,14
R2PH26395,5,6
R2PH26474,5,10
R2PH26602,5,24
R2PH26713,5,16
R2PH26774,5,19
R2PH26871,5,12
R2PH26875,5,13
R2PH27047,5,16
R2PH27068,5,53
R2PH27214,5,12
R2PH27219,5,17
R2PH27226,5,17
R2PH27290,5,12
R2PH27294,5,22
R2PH27335,5,24
R2PH27385,5,11
R2PH27387,5,12
R2PH27432,5,13
R2PH2744,5,7
R2PH27448,5,10
R2PH27592,5,16
R2PH27797,5,11
R2PH27856,5,12
R2PH2801,5,17
R2PH28172,5,11
R2PH2833,5,14
R2PH2843,5,17
R2PH28633,5,18
R2PH29160,5,17
R2PH29219,5,8
R2PH29263,5,30
R2PH29267,5,31
R2PH29315,5,20
R2PH29416,5,8
R2PH29521,5,17
R2PH29692,5,9
R2PH297,5,32
R2PH29881,5,20
R2PH29980,5,16
R2PH30079,5,24
R2PH30207,5,23
R2PH30249,5,16
R2PH3045,5,12
R2PH30460,5,22
R2PH3052,5,38
R2PH30540,5,11
R2PH3078,5,8
R2PH30782,5,23
R2PH30864,5,14
R2PH31043,5,15
R2PH31060,5,21
R2PH31094,5,19
R2PH31129,5,62
R2PH31264,5,15
R2PH31399,5,25
R2PH31467,5,13
R2PH31575,5,26
R2PH31605,5,23
R2PH31640,5,17
R2PH31664,5,24
R2PH3173,5,15
R2PH32010,5,23
R2PH32058,5,40
R2PH32062,5,13
R2PH32229,5,8
R2PH32348,5,39
R2PH3238,5,13
R2PH32480,5,10
R2PH32682,5,31
R2PH3271,5,15
R2PH32755,5,12
R2PH32760,5,17
R2PH32866,5,12
R2PH32999,5,11
R2PH33267,5,60
R2PH33445,5,10
R2PH33497,5,4
R2PH33511,5,13
R2PH3359,5,6
R2PH3362,5,23
R2PH33774,5,22
R2PH3384,5,6
R2PH33865,5,21
R2PH33884,5,31
R2PH33898,5,55
R2PH34057,5,67
R2PH34180,5,12
R2PH34183,5,24
R2PH34185,5,11
R2PH34246,5,5
R2PH34248,5,17
R2PH34375,5,10
R2PH34382,5,10
R2PH34415,5,5
R2PH34621,5,14
R2PH3464,5,44
R2PH34876,5,7
R2PH34906,5,19
R2PH35082,5,27
R2PH35171,5,23
R2PH35177,5,34
R2PH35191,5,24
R2PH35259,5,34
R2PH35300,5,20
R2PH3534,5,12
R2PH35545,5,10
R2PH35571,5,13
R2PH35611,5,13
R2PH35868,5,32
R2PH35878,5,21
R2PH36040,5,14
R2PH3612,5,11
R2PH36271,5,28
R2PH3633,5,13
R2PH3634,5,17
R2PH36383,5,13
R2PH36395,5,17
R2PH36418,5,17
R2PH36582,5,17
R2PH3669,5,18
R2PH37245,5,18
R2PH37386,5,13
R2PH37403,5,6
R2PH3742,5,9
R2PH37524,5,33
R2PH37533,5,20
R2PH37620,5,22
R2PH37808,5,17
R2PH3784,5,12
R2PH37847,5,11
R2PH37949,5,14
R2PH37950,5,27
R2PH38007,5,19
R2PH38078,5,16
R2PH38085,5,10
R2PH38100,5,30
R2PH38301,5,36
R2PH3833,5,197
R2PH38536,5,9
R2PH3854,5,15
R2PH38588,5,90
R2PH38658,5,25
R2PH38842,5,31
R2PH39071,5,24
R2PH39116,5,23
R2PH39341,5,15
R2PH39389,5,10
R2PH39427,5,17
R2PH39496,5,11
R2PH39653,5,18
R2PH39683,5,11
R2PH40007,5,12
R2PH40030,5,9
R2PH40035,5,37
R2PH40036,5,13
R2PH40046,5,22
R2PH40067,5,15
R2PH40102,5,18
R2PH4014,5,16
R2PH40140,5,14
R2PH40208,5,11
R2PH40267,5,16
R2PH40319,5,32
R2PH40411,5,19
R2PH40461,5,14
R2PH40463,5,19
R2PH4052,5,21
R2PH40558,5,15
R2PH40584,5,8
R2PH40612,5,16
R2PH40682,5,19
R2PH40701,5,58
R2PH40714,5,42
R2PH40727,5,11
R2PH4073,5,21
R2PH40824,5,6
R2PH40957,5,12
R2PH40978,5,7
R2PH41017,5,10
R2PH41065,5,23
R2PH41106,5,17
R2PH41184,5,23
R2PH41254,5,28
R2PH41323,5,20
R2PH4134,5,20
R2PH41368,5,22
R2PH41487,5,20
R2PH41507,5,16
R2PH41531,5,12
R2PH41537,5,18
R2PH41610,5,37
R2PH41660,5,18
R2PH41763,5,41
R2PH41831,5,36
R2PH41902,5,9
R2PH41957,5,9
R2PH42102,5,9
R2PH42139,5,23
R2PH42225,5,31
R2PH42298,5,18
R2PH42327,5,38
R2PH42361,5,21
R2PH42405,5,13
R2PH42516,5,15
R2PH4263,5,9
R2PH42631,5,16
R2PH4265,5,20
R2PH42656,5,27
R2PH42751,5,8
R2PH42792,5,23
R2PH42806,5,14
R2PH42824,5,12
R2PH42868,5,13
R2PH42924,5,34
R2PH42972,5,27
R2PH43137,5,7
R2PH43152,5,8
R2PH43262,5,8
R2PH43284,5,19
R2PH43293,5,31
R2PH43328,5,42
R2PH43393,5,54
R2PH43487,5,22
R2PH43543,5,74
R2PH43592,5,19
R2PH43629,5,17
R2PH43658,5,16
R2PH43713,5,14
R2PH438,5,20
R2PH43839,5,16
R2PH4397,5,160
R2PH4431,5,15
R2PH4440,5,12
R2PH4470,5,22
R2PH4514,5,30
R2PH4559,5,56
R2PH4595,5,31
R2PH4665,5,10
R2PH4672,5,28
R2PH4808,5,15
R2PH4858,5,19
R2PH4870,5,42
R2PH4949,5,9
R2PH4988,5,20
R2PH5041,5,41
R2PH5061,5,11
R2PH5176,5,12
R2PH5177,5,23
R2PH5285,5,10
R2PH5307,5,26
R2PH5343,5,33
R2PH5345,5,12
R2PH5370,5,45
R2PH5384,5,38
R2PH5456,5,10
R2PH557,5,13
R2PH5673,5,12
R2PH5700,5,16
R2PH586,5,29
R2PH5963,5,20
R2PH6055,5,22
R2PH6116,5,82
R2PH6186,5,13
R2PH622,5,21
R2PH6249,5,31
R2PH6323,5,17
R2PH6341,5,38
R2PH6385,5,16
R2PH6417,5,26
R2PH6446,5,19
R2PH6649,5,16
R2PH6660,5,9
R2PH6836,5,11
R2PH687,5,7
R2PH6933,5,19
R2PH6990,5,17
R2PH6994,5,24
R2PH713,5,21
R2PH7246,5,46
R2PH7280,5,23
R2PH7338,5,12
R2PH7347,5,14
R2PH7385,5,26
R2PH7415,5,11
R2PH7443,5,11
R2PH7465,5,5
R2PH7469,5,6
R2PH7613,5,8
R2PH7820,5,24
R2PH7856,5,25
R2PH7984,5,104
R2PH7990,5,34
R2PH8171,5,15
R2PH8196,5,17
R2PH8324,5,8
R2PH8449,5,30
R2PH8484,5,16
R2PH85,5,11
R2PH8547,5,8
R2PH8876,5,13
R2PH8937,5,15
R2PH9162,5,33
R2PH9170,5,27
R2PH9249,5,19
R2PH9491,5,27
R2PH9520,5,8
R2PH9571,5,16
R2PH9655,5,6
R2PH9693,5,16
R2PH9723,5,6
R2PH9756,5,28
R2PH9757,5,20
R2PH9786,5,15
R2PH9885,5,34
R2PH9980,5,94
R30KNM19167,5,7
R30KPH61237,5,13
R3CANM10427,5,19
R3CANM10629,5,19
R3CANM1749,5,28
R3CANM2616,5,23
R3CANM3290,5,18
R3CANM3822,5,17
R3CANM4277,5,17
R3CANM549,5,44
R3CANM5640,5,10
R3CANM5952,5,10
R3CANM6152,5,11
R3CANM6226,5,24
R3CANM6359,5,23
R3CANM6817,5,30
R3CANM683,5,9
R3CANM687,5,13
R3CANM7417,5,25
R3CANM7766,5,19
R3CANM9175,5,10
R3CANM9217,5,29
R3CANM9352,5,170
R3CANM9421,5,18
R3CANM9644,5,12
R3CANO10592,5,14
R3CAPH10576,5,30
R3CAPH1221,5,23
R3CAPH1265,5,11
R3CAPH1306,5,23
R3CAPH1382,5,31
R3CAPH1904,5,13
R3CAPH1925,5,12
R3CAPH1962,5,14
R3CAPH1991,5,22
R3CAPH2025,5,10
R3CAPH203,5,37
R3CAPH2036,5,24
R3CAPH2090,5,128
R3CAPH2109,5,17
R3CAPH2126,5,9
R3CAPH2129,5,8
R3CAPH2190,5,14
R3CAPH2200,5,12
R3CAPH2222,5,31
R3CAPH2229,5,13
R3CAPH2366,5,18
R3CAPH2389,5,52
R3CAPH2600,5,19
R3CAPH2605,5,23
R3CAPH2903,5,13
R3CAPH2919,5,8
R3CAPH307,5,41
R3CAPH341,5,21
R3CAPH3577,5,38
R3CAPH3588,5,12
R3CAPH3692,5,27
R3CAPH3792,5,6
R3CAPH3813,5,14
R3CAPH3886,5,7
R3CAPH3895,5,21
R3CAPH4009,5,28
R3CAPH4040,5,10
R3CAPH4398,5,21
R3CAPH4457,5,13
R3CAPH4604,5,19
R3CAPH4733,5,18
R3CAPH4927,5,15
R3CAPH4939,5,27
R3CAPH50047,5,23
R3CAPH50139,5,18
R3CAPH50204,5,67
R3CAPH5033,5,15
R3CAPH50564,5,12
R3CAPH50588,5,42
R3CAPH50639,5,16
R3CAPH5087,5,40
R3CAPH5107,5,16
R3CAPH5113,5,9
R3CAPH51143,5,21
R3CAPH51247,5,29
R3CAPH51317,5,20
R3CAPH51405,5,19
R3CAPH51594,5,22
R3CAPH51657,5,20
R3CAPH51751,5,15
R3CAPH52334,5,16
R3CAPH53016,5,21
R3CAPH53053,5,23
R3CAPH53064,5,21
R3CAPH53181,5,11
R3CAPH53189,5,20
R3CAPH5319,5,15
R3CAPH53211,5,28
R3CAPH53214,5,33
R3CAPH53226,5,12
R3CAPH53270,5,21
R3CAPH53293,5,55
R3CAPH53327,5,21
R3CAPH53334,5,15
R3CAPH53342,5,22
R3CAPH53347,5,13
R3CAPH5335,5,10
R3CAPH53418,5,14
R3CAPH53441,5,11
R3CAPH53459,5,12
R3CAPH53486,5,17
R3CAPH53514,5,12
R3CAPH53517,5,19
R3CAPH53600,5,21
R3CAPH53624,5,15
R3CAPH53626,5,10
R3CAPH53643,5,13
R3CAPH53669,5,25
R3CAPH53719,5,71
R3CAPH53738,5,12
R3CAPH53753,5,21
R3CAPH53766,5,18
R3CAPH53950,5,15
R3CAPH53954,5,32
R3CAPH53962,5,27
R3CAPH53963,5,13
R3CAPH54063,5,16
R3CAPH54077,5,29
R3CAPH54131,5,6
R3CAPH54160,5,12
R3CAPH54226,5,28
R3CAPH54228,5,24
R3CAPH54233,5,9
R3CAPH54278,5,21
R3CAPH54346,5,21
R3CAPH54347,5,19
R3CAPH54407,5,30
R3CAPH54424,5,12
R3CAPH54485,5,23
R3CAPH54494,5,22
R3CAPH54526,5,12
R3CAPH54547,5,10
R3CAPH54655,5,44
R3CAPH5513,5,10
R3CAPH5534,5,16
R3CAPH5551,5,8
R3CAPH5666,5,16
R3CAPH5672,5,19
R3CAPH5734,5,12
R3CAPH594,5,19
R3CAPH6011,5,17
R3CAPH6124,5,16
R3CAPH6155,5,20
R3CAPH6634,5,11
R3CAPH6743,5,21
R3CAPH6748,5,23
R3CAPH6847,5,15
R3CAPH6950,5,27
R3CAPH7,5,16
R3CAPH7081,5,18
R3CAPH7509,5,19
R3CAPH8002,5,50
R3CAPH8011,5,12
R3CAPH8318,5,11
R3CAPH8359,5,19
R3CAPH8406,5,10
R3CAPH8511,5,54
R3CAPH8578,5,16
R3CAPH8601,5,40
R3CAPH8609,5,29
R3CAPH92,5,8
R3CAPH9224,5,27
R3CAPH9282,5,20
R3CAPH9517,5,30
R3CAPH9556,5,21
R3CAPH9568,5,22
R3CAPH9833,5,18
R3CAPH9895,5,9
R3CAPH9900,5,10
R3KINM49706,5,19
R3KINM49871,5,21
R3KINM49884,5,33
R3KINM51080,5,15
R3KINM51289,5,21
R3KINM52313,5,64
R3KINM52695,5,24
R3KINM54626,5,14
R3KINM55823,5,13
R3KINM58220,5,NA
R3KINM58238,5,13
R3KINM58968,5,16
R3KINM60953,5,64
R3KINO49812,5,46
R3KINO54992,5,16
R3KIPH49899,5,10
R3KIPH49913,5,49
R3KIPH49927,5,14
R3KIPH50005,5,31
R3KIPH50054,5,18
R3KIPH50127,5,28
R3KIPH50243,5,18
R3KIPH50281,5,18
R3KIPH50286,5,17
R3KIPH50297,5,19
R3KIPH50333,5,22
R3KIPH50359,5,23
R3KIPH50374,5,15
R3KIPH50455,5,10
R3KIPH50478,5,21
R3KIPH50920,5,9
R3KIPH51357,5,8
R3KIPH51613,5,8
R3KIPH51699,5,17
R3KIPH51705,5,19
R3KIPH51796,5,16
R3KIPH51986,5,18
R3KIPH52225,5,16
R3KIPH52532,5,25
R3KIPH53276,5,12
R3KIPH53303,5,20
R3KIPH53317,5,28
R3KIPH53405,5,18
R3KIPH53485,5,20
R3KIPH53571,5,19
R3KIPH53608,5,48
R3KIPH53645,5,12
R3KIPH53728,5,35
R3KIPH53821,5,17
R3KIPH53828,5,22
R3KIPH54001,5,27
R3KIPH54179,5,16
R3KIPH54262,5,49
R3KIPH54316,5,13
R3KIPH54320,5,40
R3KIPH54514,5,13
R3KIPH55123,5,18
R3KIPH55263,5,30
R3KIPH55292,5,15
R3KIPH55349,5,14
R3KIPH55448,5,19
R3KIPH55496,5,19
R3KIPH55666,5,11
R3KIPH55943,5,7
R3KIPH56054,5,70
R3KIPH56113,5,23
R3KIPH56239,5,33
R3KIPH56262,5,9
R3KIPH56275,5,19
R3KIPH56337,5,126
R3KIPH56439,5,18
R3KIPH56609,5,15
R3KIPH56659,5,12
R3KIPH56777,5,27
R3KIPH56936,5,20
R3KIPH57112,5,18
R3KIPH57192,5,18
R3KIPH57295,5,28
R3KIPH57319,5,10
R3KIPH57518,5,21
R3KIPH57590,5,22
R3KIPH57598,5,22
R3KIPH57923,5,15
R3KIPH57946,5,48
R3KIPH57981,5,29
R3KIPH57982,5,19
R3KIPH58053,5,22
R3KIPH58062,5,16
R3KIPH58160,5,11
R3KIPH58392,5,20
R3KIPH58559,5,23
R3KIPH58626,5,19
R3KIPH58629,5,16
R3KIPH58687,5,19
R3KIPH58899,5,40
R3KIPH59001,5,19
R3KIPH59358,5,27
R3KIPH59500,5,19
R3KIPH59605,5,26
R3KIPH59626,5,21
R3KIPH59902,5,7
R3KIPH59960,5,24
R3KIPH60049,5,21
R3KIPH60115,5,17
R3KIPH60301,5,18
R3KIPH60618,5,49
R3KIPH60718,5,15
R3KIPH60751,5,13
R3KIPH60882,5,27
R3KIPH60899,5,63
R3KIPH60945,5,18
R3KIPH61101,5,27
R3KIPH61119,5,12
R3KIPH61230,5,20
R3KIPH61353,5,15
R3KIPH61357,5,21
R3KIPH61497,5,24
R3KIPH61603,5,18
R3KIPH61627,5,9
R3KIPH61709,5,21
R3KIPH61725,5,28
R3KIPH61777,5,21
R3KIPH61800,5,24
R3KIPH61839,5,12
R3KIPH61856,5,21
R3KIPH61862,5,19
R3KIPH61873,5,19
R3KIPH61884,5,19
R3KIPH61908,5,58
R3KIPH61926,5,21
R3KIPH62143,5,17
R3KIPH62189,5,28
R3KIPH62379,5,10
R3OKNM10063,5,16
R3OKNM10091,5,19
R3OKNM10292,5,23
R3OKNM10320,5,8
R3OKNM10811,5,11
R3OKNM10814,5,8
R3OKNM11079,5,11
R3OKNM11125,5,11
R3OKNM12403,5,14
R3OKNM12466,5,14
R3OKNM13493,5,11
R3OKNM13505,5,12
R3OKNM13664,5,13
R3OKNM151,5,17
R3OKNM15562,5,8
R3OKNM15825,5,12
R3OKNM16080,5,14
R3OKNM16690,5,27
R3OKNM17192,5,6
R3OKNM18001,5,9
R3OKNM18045,5,3
R3OKNM18053,5,19
R3OKNM18102,5,14
R3OKNM18165,5,7
R3OKNM191,5,10
R3OKNM19242,5,9
R3OKNM19268,5,12
R3OKNM19342,5,6
R3OKNM19362,5,46
R3OKNM19829,5,9
R3OKNM20079,5,12
r3oknm20247,5,8
R3OKNM20294,5,9
R3OKNM20302,5,13
R3OKNM20578,5,11
R3OKNM21306,5,17
R3OKNM21426,5,11
R3OKNM21645,5,33
R3OKNM21673,5,17
R3OKNM21840,5,25
R3OKNM21901,5,6
R3OKNM21961,5,9
R3OKNM21986,5,6
R3OKNM23092,5,11
R3OKNM23511,5,12
R3OKNM24150,5,12
r3oknm24210,5,8
R3OKNM24486,5,12
R3OKNM24512,5,9
R3OKNM24522,5,9
R3OKNM256,5,13
R3OKNM2657,5,40
R3OKNM3351,5,12
R3OKNM3357,5,10
R3OKNM3459,5,13
R3OKNM3515,5,9
R3OKNM3533,5,9
R3OKNM3650,5,84
R3OKNM3669,5,9
R3OKNM3696,5,29
R3OKNM3882,5,6
R3OKNM4055,5,10
R3OKNM4093,5,13
R3OKNM4270,5,7
R3OKNM4369,5,15
R3OKNM4397,5,9
R3OKNM4498,5,11
R3OKNM4535,5,15
R3OKNM9828,5,37
R3OKNM9997,5,10
R3OKPH10288,5,13
R3OKPH10996,5,11
R3OKPH11065,5,12
R3OKPH11086,5,15
R3OKPH11177,5,17
R3OKPH12500,5,28
r3okph13422,5,6
R3OKPH13445,5,11
R3OKPH13494,5,44
R3OKPH14941,5,13
R3OKPH14953,5,52
R3OKPH153,5,16
R3OKPH15455,5,11
R3OKPH15654,5,15
R3OKPH15676,5,33
R3OKPH15743,5,17
R3OKPH15749,5,9
R3OKPH15772,5,24
R3OKPH15809,5,9
R3OKPH15938,5,34
R3OKPH16046,5,21
R3OKPH16098,5,22
R3OKPH16467,5,21
R3OKPH16504,5,17
R3OKPH16620,5,20
R3OKPH16723,5,10
R3OKPH169,5,43
R3OKPH16984,5,23
R3OKPH16997,5,19
R3OKPH17002,5,14
R3OKPH17154,5,42
R3OKPH17195,5,18
R3OKPH17230,5,10
R3OKPH17389,5,28
R3OKPH17501,5,13
R3OKPH17541,5,7
R3OKPH17594,5,161
R3OKPH17677,5,21
R3OKPH17734,5,8
R3OKPH17787,5,27
R3OKPH17833,5,17
R3OKPH17877,5,12
R3OKPH17966,5,11
R3OKPH17971,5,9
R3OKPH18115,5,25
R3OKPH18122,5,25
R3OKPH18219,5,22
R3OKPH18346,5,14
R3OKPH18356,5,18
R3OKPH18502,5,20
R3OKPH18532,5,19
R3OKPH18539,5,9
R3OKPH18632,5,17
R3OKPH18681,5,19
R3OKPH18707,5,17
R3OKPH18777,5,19
R3OKPH18815,5,15
R3OKPH18889,5,23
R3OKPH18991,5,13
R3OKPH19013,5,18
R3OKPH19054,5,13
R3OKPH19063,5,36
R3OKPH19079,5,15
R3OKPH19142,5,11
R3OKPH19288,5,12
R3OKPH19378,5,20
R3OKPH19416,5,13
R3OKPH19674,5,14
R3OKPH19904,5,8
R3OKPH19948,5,49
R3OKPH19956,5,27
R3OKPH20031,5,31
R3OKPH20205,5,29
R3OKPH20223,5,22
R3OKPH20225,5,19
R3OKPH20349,5,20
R3OKPH20358,5,28
R3OKPH20360,5,16
R3OKPH20385,5,33
R3OKPH20743,5,18
R3OKPH20896,5,33
R3OKPH20963,5,10
R3OKPH21020,5,12
R3OKPH21030,5,44
R3OKPH21060,5,15
R3OKPH21061,5,16
R3OKPH21212,5,18
R3OKPH21343,5,7
R3OKPH21375,5,203
R3OKPH21634,5,16
R3OKPH21636,5,15
R3OKPH21726,5,18
R3OKPH21757,5,11
R3OKPH21773,5,14
R3OKPH21864,5,21
R3OKPH21882,5,6
R3OKPH21909,5,15
R3OKPH21948,5,22
R3OKPH22120,5,20
R3OKPH22158,5,18
R3OKPH22273,5,10
R3OKPH22329,5,6
R3OKPH22400,5,18
R3OKPH22874,5,27
R3OKPH22890,5,13
R3OKPH22967,5,19
R3OKPH23017,5,12
R3OKPH23097,5,23
R3OKPH23526,5,12
R3OKPH23544,5,24
R3OKPH23564,5,15
R3OKPH23576,5,32
R3OKPH23907,5,27
R3OKPH23956,5,18
R3OKPH23976,5,20
R3OKPH24068,5,6
R3OKPH24106,5,12
R3OKPH24138,5,13
R3OKPH24153,5,18
R3OKPH24165,5,17
R3OKPH24170,5,12
R3OKPH245,5,9
R3OKPH2660,5,16
R3OKPH2828,5,17
R3OKPH2829,5,13
R3OKPH2835,5,20
R3OKPH2939,5,29
R3OKPH2983,5,10
R3OKPH2999,5,25
R3OKPH3000,5,14
R3OKPH347,5,16
R3OKPH3511,5,9
R3OKPH3524,5,8
R3OKPH3589,5,18
R3OKPH3642,5,16
R3OKPH3689,5,29
R3OKPH3747,5,8
R3OKPH3773,5,10
R3OKPH3809,5,10
R3OKPH3817,5,15
R3OKPH3927,5,9
R3OKPH4086,5,16
R3OKPH4220,5,36
R3OKPH4318,5,9
R3OKPH4408,5,11
R3OKPH446,5,24
R3OKPH4486,5,5
R3OKPH452,5,15
R3OKPH4569,5,13
R3OKPH60429,5,21
R3OKPH60449,5,18
R3OKPH60543,5,28
R3OKPH60561,5,22
R3OKPH60564,5,39
R3OKPH60610,5,16
R3OKPH60611,5,11
R3OKPH60677,5,27
R3OKPH60735,5,21
R3OKPH60743,5,7
R3OKPH60761,5,12
R3OKPH60824,5,13
R3OKPH60880,5,18
R3OKPH60885,5,19
R3OKPH60897,5,22
R3OKPH60910,5,19
R3OKPH61016,5,13
R3OKPH61050,5,10
R3OKPH61066,5,15
R3OKPH61070,5,20
R3OKPH61119,5,17
R3OKPH61137,5,15
R3OKPH61166,5,29
R3OKPH61177,5,19
R3OKPH61235,5,11
R3OKPH61279,5,10
R3OKPH61355,5,9
R3OKPH61380,5,18
R3OKPH61393,5,17
R3OKPH61398,5,13
R3OKPH61415,5,12
R3OKPH61516,5,14
R3OKPH61569,5,14
R3OKPH61591,5,15
R3OKPH61619,5,6
R3OKPH61621,5,14
R3OKPH61704,5,30
R3OKPH61711,5,22
R3OKPH61731,5,12
R3OKPH61773,5,17
R3OKPH61778,5,21
R3OKPH61838,5,20
R3OKPH61924,5,35
R3OKPH61977,5,8
R3OKPH62005,5,33
R3OKPH62012,5,21
R3OKPH62093,5,51
R3OKPH62113,5,5
R3OKPH62201,5,38
R3OKPH62266,5,7
R3OKPH62307,5,15
R3OKPH62386,5,22
R3OKPH62507,5,72
R3OKPH62524,5,10
R3OKPH62601,5,18
R3OKPH62677,5,15
R3OKPH62800,5,9
R3OKPH62910,5,12
R3OKPH62917,5,18
R3OKPH63085,5,15
R3OKPH63340,5,22
R3OKPH63359,5,24
R3OKPH63548,5,59
R3OKPH63572,5,11
R3OKPH63627,5,21
R3OKPH63644,5,18
R3OKPH63648,5,8
R3OKPH63660,5,20
R3OKPH63683,5,40
R3OKPH63711,5,10
R3OKPH63933,5,49
R3OKPH64033,5,16
R3OKPH64040,5,7
R3OKPH64107,5,14
R3OKPH64159,5,15
R3OKPH9773,5,14
R3OKPH9867,5,36
R3OKPH9976,5,22
R3PANM36907,5,24
R3PANM37104,5,16
R3PANM37105,5,14
R3PANM37517,5,8
R3PANM37539,5,11
R3PANM37931,5,23
R3PANM38564,5,12
R3PANM38618,5,7
r3panm39049,5,15
R3PANM39105,5,15
R3PANM39141,5,18
R3PANM39148,5,17
R3PANM39737,5,17
R3PANM39996,5,12
R3PANM40000,5,67
R3PANM40088,5,10
R3PANM40524,5,39
R3PANM40559,5,11
R3PANM40601,5,6
r3panm40721,5,6
R3PANM40831,5,53
R3PANM40969,5,11
R3PANM41512,5,25
R3PANM41615,5,6
R3PANM41617,5,12
R3PANM42056,5,9
R3PANM42061,5,24
R3PANM42351,5,22
R3PANM42526,5,11
R3PANM42534,5,35
R3PANM42951,5,12
R3PANM43018,5,12
R3PANM43177,5,16
R3PANM43481,5,12
r3panm43918,5,4
r3panm44158,5,13
R3PANM44167,5,17
R3PANM44183,5,76
R3PANM44595,5,27
R3PANM44692,5,55
R3PANM44756,5,14
R3PANM44773,5,20
R3PANM44814,5,19
R3PANM45215,5,16
R3PANM45544,5,11
R3PANM45770,5,23
R3PANM46085,5,3
R3PANM46250,5,5
R3PANM46255,5,8
R3PANM46324,5,13
R3PANM46431,5,10
R3PANM46525,5,8
R3PANM46788,5,13
R3PANM47304,5,7
R3PANM48769,5,11
R3PANM48911,5,14
R3PANM48937,5,11
R3PANM48947,5,9
R3PANM49002,5,33
r3panm49332,5,8
R3PANM49525,5,54
R3PANM49534,5,31
R3PANO36848,5,8
R3PANO38845,5,13
R3PANO39197,5,26
R3PANO40600,5,7
R3PANO43103,5,8
R3PANO44064,5,20
R3PANO44633,5,18
R3PANO45431,5,10
R3PANO47543,5,29
R3PANO47663,5,13
r3pano47839,5,4
R3PAPH36831,5,24
R3PAPH36888,5,20
R3PAPH36944,5,8
R3PAPH36994,5,20
R3PAPH37026,5,4
R3PAPH37037,5,21
R3PAPH37095,5,27
R3PAPH37158,5,15
R3PAPH37184,5,16
R3PAPH37191,5,14
R3PAPH37212,5,24
R3PAPH37315,5,7
R3PAPH37724,5,9
R3PAPH37795,5,27
R3PAPH37824,5,18
R3PAPH37841,5,11
R3PAPH37855,5,7
R3PAPH37999,5,10
R3PAPH38643,5,14
R3PAPH38709,5,141
R3PAPH38721,5,15
R3PAPH38821,5,15
R3PAPH39236,5,26
R3PAPH39601,5,12
R3PAPH39671,5,44
R3PAPH39779,5,18
R3PAPH39813,5,11
R3PAPH39860,5,21
R3PAPH40152,5,13
R3PAPH40225,5,20
R3PAPH40271,5,15
R3PAPH40324,5,23
R3PAPH40361,5,8
R3PAPH40390,5,23
R3PAPH40434,5,19
R3PAPH40465,5,14
R3PAPH40494,5,11
R3PAPH40676,5,11
R3PAPH40684,5,14
R3PAPH40696,5,23
R3PAPH41029,5,12
R3PAPH41035,5,10
R3PAPH41068,5,8
R3PAPH41091,5,16
R3PAPH41120,5,5
R3PAPH41138,5,15
R3PAPH41187,5,8
R3PAPH41392,5,10
R3PAPH41452,5,10
R3PAPH41560,5,13
R3PAPH41611,5,7
R3PAPH41631,5,11
R3PAPH42101,5,14
R3PAPH42776,5,13
R3PAPH42786,5,19
R3PAPH42806,5,21
R3PAPH42807,5,22
R3PAPH42861,5,21
