p_id,wave_num,time_glbcc
Nm-W100208,3,12
Nm-W100227,3,9
Nm-W100344,3,20
Nm-W100639,3,14
Nm-W100663,3,26
Nm-W100670,3,19
Nm-W100680,3,10
Nm-W101178,3,16
Nm-W101195,3,24
Nm-W101198,3,8
Nm-W101274,3,8
Nm-W101303,3,12
Nm-W101304,3,41
Nm-W101412,3,8
Nm-W101497,3,8
Nm-W101857,3,11
Nm-W101975,3,14
Nm-W102174,3,17
Nm-W102250,3,23
Nm-W102266,3,12
Nm-W102281,3,250
Nm-W102301,3,12
Nm-W102321,3,9
Nm-W102346,3,6
Nm-W102350,3,17
Nm-W102452,3,20
Nm-W102467,3,7
Nm-W102541,3,12
Nm-W102613,3,22
Nm-W102619,3,21
Nm-W102744,3,19
Nm-W102745,3,10
Nm-W102791,3,17
Nm-W102821,3,11
Nm-W103014,3,10
Nm-W103021,3,11
Nm-W103108,3,30
Nm-W103350,3,48
Nm-W103379,3,21
Nm-W103390,3,18
Nm-W103464,3,45
Nm-W103471,3,22
Nm-W103482,3,12
Nm-W103511,3,16
Nm-W103582,3,7
Nm-W103598,3,13
Nm-W103599,3,21
Nm-W103617,3,10
Nm-W103825,3,8
Nm-W104213,3,40
Nm-W104251,3,16
Nm-W104293,3,17
Nm-W104427,3,21
Nm-W104433,3,7
Nm-W104542,3,10
Nm-W104613,3,20
Nm-W104636,3,13
Nm-W104643,3,18
Nm-W104671,3,14
Nm-W104677,3,15
Nm-W104713,3,8
Nm-W104741,3,17
Nm-W104813,3,15
Nm-W104956,3,18
Nm-W105065,3,8
Nm-W105114,3,15
Nm-W105262,3,14
Nm-W105277,3,19
Nm-W105364,3,19
Nm-W105399,3,18
Nm-W105561,3,7
Nm-W105586,3,33
Nm-W105715,3,19
Nm-W105729,3,26
Nm-W105872,3,12
Nm-W105946,3,20
Nm-W106004,3,13
Nm-W106069,3,11
Nm-W106233,3,48
Nm-W106354,3,9
Nm-W106556,3,17
Nm-W106597,3,29
Nm-W106652,3,41
Nm-W106713,3,14
Nm-W106830,3,9
Nm-W107190,3,144
Nm-W107197,3,9
Nm-W107209,3,9
Nm-W107455,3,16
Nm-W107463,3,16
Nm-W107554,3,8
Nm-W107720,3,39
Nm-W107833,3,18
Nm-W107987,3,27
Nm-W108096,3,7
Nm-W108107,3,12
Nm-W108410,3,13
Nm-W108424,3,9
Nm-W108506,3,9
Nm-W108666,3,7
Nm-W108692,3,19
Nm-W108696,3,10
Nm-W108782,3,18
Nm-W108855,3,8
Nm-W108891,3,19
Nm-W109078,3,8
Nm-W109137,3,45
Nm-W109217,3,18
Nm-W109322,3,4219
Nm-W109488,3,67
Nm-W109506,3,76
Nm-W109574,3,16
Nm-W109657,3,20
Nm-W109706,3,23
Nm-W109710,3,7
Nm-W109714,3,20
Nm-W109766,3,7
Nm-W109787,3,13
Nm-W109907,3,24
Nm-W109934,3,23
Nm-W109939,3,17
Nm-W110095,3,21
Nm-W110244,3,14
Nm-W110478,3,11
Nm-W111383,3,63
Nm-W112023,3,8
Nm-W112653,3,11
Nm-W112732,3,14
Nm-W113825,3,9
Nm-W114097,3,16
Nm-W114754,3,10
Nm-W115827,3,20
Nm-W116437,3,24
Nm-W116990,3,24
Nm-W117020,3,13
Nm-W117165,3,45
Nm-W117453,3,17
Nm-W118061,3,27
Nm-W118584,3,13
Nm-W118650,3,17
Nm-W120284,3,12
Nm-W121084,3,12
Nm-W121571,3,21
Nm-W121810,3,22
Nm-W122156,3,8
Nm-W122306,3,7
Nm-W122374,3,28
Nm-W123169,3,11
Nm-W123691,3,12
Nm-W124626,3,7
Nm-W124806,3,27
Nm-W124831,3,17
Nm-W125209,3,34
Nm-W125789,3,16
Nm-W126329,3,26
Nm-W126598,3,31
Nm-W126721,3,12
Nm-W127356,3,8
Nm-W128031,3,37
Nm-W128051,3,28
Nm-W128134,3,57
Nm-W128343,3,17
Nm-W128576,3,13
Nm-W128831,3,7
Nm-W128880,3,31
Nm-W129050,3,16
Nm-W129504,3,31
NmW100917,3,30
NmW103348,3,10
NmW104925,3,104
NmW107506,3,8
Ph-W100032,3,39
Ph-W100067,3,13
Ph-W100202,3,9
Ph-W100209,3,15
Ph-W100283,3,13
Ph-W100297,3,25
Ph-W100312,3,22
Ph-W100348,3,33
Ph-W100388,3,20
Ph-W100454,3,17
Ph-W100471,3,14
Ph-W100474,3,29
Ph-W100512,3,19
Ph-W100714,3,21
Ph-W100759,3,34
Ph-W100808,3,18
Ph-W100913,3,17
Ph-W100954,3,22
Ph-W100972,3,31
Ph-W101026,3,39
Ph-W101073,3,16
Ph-W101157,3,8
Ph-W101218,3,6
Ph-W101229,3,19
Ph-W101324,3,9
Ph-W101404,3,14
Ph-W101425,3,19
Ph-W101444,3,11
Ph-W101469,3,9
Ph-W101476,3,11
Ph-W101479,3,9
Ph-W101636,3,26
Ph-W101648,3,13
Ph-W101672,3,12
Ph-W101708,3,25
Ph-W101718,3,41
Ph-W101791,3,30
Ph-W101827,3,13
Ph-W101861,3,22
Ph-W101862,3,20
Ph-W101971,3,23
Ph-W101978,3,22
Ph-W101994,3,24
Ph-W102032,3,17
Ph-W102041,3,14
Ph-W102123,3,28
Ph-W102233,3,27
Ph-W102267,3,48
Ph-W102333,3,10
Ph-W102447,3,23
Ph-W102468,3,7
Ph-W102491,3,7
Ph-W102726,3,14
Ph-W102790,3,31
Ph-W102796,3,95
Ph-W102909,3,14
Ph-W102931,3,19
Ph-W102964,3,14
Ph-W103055,3,18
Ph-W103131,3,24
Ph-W103166,3,16
Ph-W103242,3,17
Ph-W103275,3,50
Ph-W103291,3,6
Ph-W103353,3,36
Ph-W103519,3,17
Ph-W103733,3,21
Ph-W103735,3,11
Ph-W103834,3,25
Ph-W103843,3,8
Ph-W103957,3,10
Ph-W103975,3,28
Ph-W104167,3,12
Ph-W104173,3,18
Ph-W104225,3,23
Ph-W104226,3,46
Ph-W104273,3,15
Ph-W104375,3,27
Ph-W104483,3,30
Ph-W104515,3,15
Ph-W104545,3,12
Ph-W104665,3,18
Ph-W104951,3,21
Ph-W105057,3,8
Ph-W105113,3,12
Ph-W105152,3,12
Ph-W105453,3,13
Ph-W105464,3,10
Ph-W105555,3,25
Ph-W105566,3,10
Ph-W105616,3,14
Ph-W105643,3,10
Ph-W105681,3,36
Ph-W105727,3,36
Ph-W105757,3,38
Ph-W105851,3,16
Ph-W105855,3,18
Ph-W105891,3,13
Ph-W105911,3,22
Ph-W105978,3,26
Ph-W105990,3,19
Ph-W106186,3,17
Ph-W106282,3,22
Ph-W106284,3,21
Ph-W106296,3,11
Ph-W106362,3,11
Ph-W106376,3,22
Ph-W106454,3,17
Ph-W106517,3,15
Ph-W106573,3,91
Ph-W106579,3,11
Ph-W106625,3,21
Ph-W106727,3,41
Ph-W106740,3,14
Ph-W106769,3,22
Ph-W106806,3,23
Ph-W106820,3,27
Ph-W106822,3,8
Ph-W106886,3,10
Ph-W106909,3,46
Ph-W106971,3,27
Ph-W106982,3,11
Ph-W106989,3,12
Ph-W107099,3,16
Ph-W107450,3,14
Ph-W107516,3,18
Ph-W107519,3,15
Ph-W107556,3,57
Ph-W107887,3,10
Ph-W108048,3,22
Ph-W108083,3,17
Ph-W108190,3,15
Ph-W108195,3,18
Ph-W108233,3,16
Ph-W108325,3,19
Ph-W108333,3,9
Ph-W108343,3,11
Ph-W108345,3,16
Ph-W108372,3,21
Ph-W108534,3,15
Ph-W108557,3,17
Ph-W108635,3,19
Ph-W108638,3,26
Ph-W108647,3,9
Ph-W108649,3,17
Ph-W108680,3,27
Ph-W108700,3,101
Ph-W108733,3,21
Ph-W108741,3,24
Ph-W108835,3,10
Ph-W108925,3,8
Ph-W109053,3,11
Ph-W109090,3,12
Ph-W109123,3,37
Ph-W109135,3,9
Ph-W109196,3,19
Ph-W109227,3,15
Ph-W109270,3,14
Ph-W109355,3,10
Ph-W109369,3,11
Ph-W109442,3,13
Ph-W109447,3,14
Ph-W109453,3,16
Ph-W109463,3,304
Ph-W109583,3,11
Ph-W109831,3,16
Ph-W109888,3,18
Ph-W110846,3,30
Ph-W200026,3,12
Ph-W200207,3,11
Ph-W200242,3,6
Ph-W200329,3,10
Ph-W200387,3,16
Ph-W200458,3,5
Ph-W200474,3,76
Ph-W200525,3,30
Ph-W200528,3,9
Ph-W200559,3,38
Ph-W200563,3,15
Ph-W200573,3,8
Ph-W200625,3,29
Ph-W200779,3,12
Ph-W200803,3,24
Ph-W200805,3,19
Ph-W200890,3,10
Ph-W200908,3,13
Ph-W200915,3,11
Ph-W200982,3,14
Ph-W201080,3,28
Ph-W201083,3,11
Ph-W201159,3,28
Ph-W201290,3,13
Ph-W201293,3,11
Ph-W201369,3,18
Ph-W201385,3,24
Ph-W201444,3,6
Ph-W201461,3,17
Ph-W201541,3,10
Ph-W201607,3,12
Ph-W201638,3,39
Ph-W201747,3,25
Ph-W201756,3,14
Ph-W201759,3,22
Ph-W201868,3,11
Ph-W201869,3,21
Ph-W201909,3,13
Ph-W201952,3,11
Ph-W201982,3,30
Ph-W202154,3,16
Ph-W202187,3,25
Ph-W202213,3,44
Ph-W202242,3,8
Ph-W202264,3,17
Ph-W202323,3,19
Ph-W202357,3,13
Ph-W202359,3,18
Ph-W202363,3,33
Ph-W202418,3,14
Ph-W202438,3,7
Ph-W202449,3,39
Ph-W202460,3,16
Ph-W202493,3,23
Ph-W202529,3,17
Ph-W202696,3,52
Ph-W202712,3,12
Ph-W202716,3,21
Ph-W202780,3,7
Ph-W202825,3,16
Ph-W202826,3,14
Ph-W202839,3,20
Ph-W202843,3,13
Ph-W202951,3,12
Ph-W202974,3,14
Ph-W202979,3,11
Ph-W202994,3,9
Ph-W203136,3,10
Ph-W203159,3,18
Ph-W203211,3,65
Ph-W203233,3,72
Ph-W203428,3,47
Ph-W203467,3,21
Ph-W203470,3,12
Ph-W203484,3,13
Ph-W203504,3,12
Ph-W203543,3,10
Ph-W203593,3,12
Ph-W203679,3,9
Ph-W203717,3,8
Ph-W203797,3,16
Ph-W203799,3,5
Ph-W203903,3,12
Ph-W203962,3,51
Ph-W204023,3,24
Ph-W204055,3,16
Ph-W204140,3,10
Ph-W204150,3,13
Ph-W204175,3,9
Ph-W204252,3,28
Ph-W204278,3,11
Ph-W204381,3,16
Ph-W204386,3,15
Ph-W204443,3,37
Ph-W204490,3,29
Ph-W204511,3,50
Ph-W204572,3,18
Ph-W204600,3,23
Ph-W204613,3,12
Ph-W204630,3,12
Ph-W204645,3,13
Ph-W204658,3,14
Ph-W204662,3,12
Ph-W204671,3,10
Ph-W204692,3,14
Ph-W204921,3,18
Ph-W204950,3,40
Ph-W205022,3,50
Ph-W205120,3,10
Ph-W205148,3,16
Ph-W205153,3,22
Ph-W205211,3,32
Ph-W205240,3,12
Ph-W205349,3,28
Ph-W205707,3,49
Ph-W205790,3,11
Ph-W206545,3,11
Ph-W206657,3,13
Ph-W206717,3,5
Ph-W206760,3,18
Ph-W206765,3,37
Ph-W206830,3,7
Ph-W206841,3,16
Ph-W206845,3,17
Ph-W207112,3,14
Ph-W207182,3,45
Ph-W207349,3,20
Ph-W207429,3,12
Ph-W207472,3,14
Ph-W207512,3,14
Ph-W207564,3,9
Ph-W207822,3,31
Ph-W207826,3,32
Ph-W207986,3,7
Ph-W208195,3,24
Ph-W208277,3,32
Ph-W208316,3,13
Ph-W208442,3,40
Ph-W208546,3,65
Ph-W208599,3,11
Ph-W208698,3,37
Ph-W208734,3,15
Ph-W208736,3,20
Ph-W208916,3,15
Ph-W208945,3,47
Ph-W208975,3,13
Ph-W208991,3,23
Ph-W209001,3,22
Ph-W209073,3,18
Ph-W209172,3,50
Ph-W209194,3,20
Ph-W209230,3,16
Ph-W209298,3,13
Ph-W209307,3,25
Ph-W209320,3,6
Ph-W209341,3,15
Ph-W209370,3,24
Ph-W209499,3,8
Ph-W209500,3,16
Ph-W209599,3,21
Ph-W209658,3,14
Ph-W209671,3,18
Ph-W209736,3,15
Ph-W209757,3,12
Ph-W209767,3,24
Ph-W209796,3,12
Ph-W210055,3,27
Ph-W210162,3,15
Ph-W210183,3,39
Ph-W210205,3,13
Ph-W210240,3,20
Ph-W210345,3,13
Ph-W210460,3,14
Ph-W210545,3,14
Ph-W210611,3,15
Ph-W210664,3,7
Ph-W210714,3,9
Ph-W210841,3,26
Ph-W210902,3,50
Ph-W210941,3,19
Ph-W211012,3,20
Ph-W211138,3,14
Ph-W211272,3,36
Ph-W211360,3,13
Ph-W211396,3,50
Ph-W211670,3,36
Ph-W211696,3,26
Ph-W211703,3,26
Ph-W211723,3,61
Ph-W211837,3,10
Ph-W211859,3,18
Ph-W211894,3,42
Ph-W211906,3,25
Ph-W211933,3,15
Ph-W211935,3,23
Ph-W211972,3,26
Ph-W211978,3,10
Ph-W211995,3,7
Ph-W212057,3,26
Ph-W212096,3,86
Ph-W212146,3,15
Ph-W212286,3,15
Ph-W212476,3,15
Ph-W212493,3,8
Ph-W212501,3,21
Ph-W212603,3,11
Ph-W212618,3,43
Ph-W212665,3,32
Ph-W212668,3,10
Ph-W212739,3,19
Ph-W212769,3,14
Ph-W212771,3,11
Ph-W212829,3,9
Ph-W212832,3,11
Ph-W212856,3,11
Ph-W212865,3,11
Ph-W212874,3,15
Ph-W213009,3,11
Ph-W213036,3,20
Ph-W213073,3,23
Ph-W213082,3,8
Ph-W213143,3,8
Ph-W213160,3,19
Ph-W213165,3,15
Ph-W213171,3,21
Ph-W213204,3,102
Ph-W213259,3,28
Ph-W213269,3,15
Ph-W213282,3,26
Ph-W213561,3,340
Ph-W213602,3,38
Ph-W213626,3,18
Ph-W213648,3,10
Ph-W213663,3,9
Ph-W213807,3,14
Ph-W214025,3,9
Ph-W214117,3,8
Ph-W214144,3,26
Ph-W214177,3,12
Ph-W214182,3,5
Ph-W214189,3,49
Ph-W214220,3,31
Ph-W214297,3,20
Ph-W214339,3,18
Ph-W214373,3,15
Ph-W214478,3,12
Ph-W214623,3,7
Ph-W214718,3,9
Ph-W214726,3,31
Ph-W214750,3,15
Ph-W214763,3,13
Ph-W214820,3,14
Ph-W214866,3,29
Ph-W215107,3,8
Ph-W215177,3,11
Ph-W215261,3,10
Ph-W215285,3,25
Ph-W215333,3,10
Ph-W215357,3,18
Ph-W215382,3,28
Ph-W215386,3,11
Ph-W215395,3,23
Ph-W215434,3,15
Ph-W215498,3,34
Ph-W215512,3,28
Ph-W215537,3,36
Ph-W215813,3,12
Ph-W215997,3,43
Ph-W216054,3,24
Ph-W216098,3,18
Ph-W216228,3,26
Ph-W216399,3,11
Ph-W216415,3,25
Ph-W216416,3,15
Ph-W216458,3,24
Ph-W216706,3,11
Ph-W216882,3,22
Ph-W216883,3,21
Ph-W216886,3,10
Ph-W216917,3,6
Ph-W216962,3,8
Ph-W217015,3,39
Ph-W217030,3,18
Ph-W217119,3,11
Ph-W217124,3,18
Ph-W217199,3,34
Ph-W217238,3,16
Ph-W217275,3,37
Ph-W217302,3,54
Ph-W217334,3,15
Ph-W217367,3,15
Ph-W217464,3,17
Ph-W217475,3,21
Ph-W217511,3,55
Ph-W217550,3,11
Ph-W217885,3,38
Ph-W217926,3,15
Ph-W218062,3,11
Ph-W218145,3,18
Ph-W218517,3,21
Ph-W218587,3,5
Ph-W218592,3,16
Ph-W218776,3,16
Ph-W218795,3,13
Ph-W218941,3,10
Ph-W219080,3,18
Ph-W219122,3,14
Ph-W219143,3,31
Ph-W219239,3,56
Ph-W219250,3,27
Ph-W219301,3,168
Ph-W219361,3,61
Ph-W219409,3,17
Ph-W219444,3,12
Ph-W219589,3,20
Ph-W219723,3,19
Ph-W300058,3,24
Ph-W300131,3,41
Ph-W300149,3,10
Ph-W300150,3,7
Ph-W300198,3,43
Ph-W300285,3,25
Ph-W300329,3,27
Ph-W300482,3,63
Ph-W300496,3,21
Ph-W300499,3,51
Ph-W300528,3,16
Ph-W300546,3,7
Ph-W300560,3,21
Ph-W300563,3,12
Ph-W300577,3,11
Ph-W300581,3,44
Ph-W300739,3,13
Ph-W300774,3,17
Ph-W300780,3,20
Ph-W300915,3,23
Ph-W300941,3,7
Ph-W300944,3,20
Ph-W300978,3,11
Ph-W301056,3,10
Ph-W301057,3,9
Ph-W301069,3,29
Ph-W301082,3,11
Ph-W301097,3,10
Ph-W301270,3,27
Ph-W301271,3,37
Ph-W301354,3,20
Ph-W301373,3,97
Ph-W301462,3,11
Ph-W301471,3,20
Ph-W301511,3,19
Ph-W301538,3,15
Ph-W301545,3,11
Ph-W301550,3,71
Ph-W301663,3,13
Ph-W301779,3,17
Ph-W301784,3,25
Ph-W301883,3,15
Ph-W301895,3,6
Ph-W301897,3,18
Ph-W301973,3,13
Ph-W301999,3,38
Ph-W302004,3,34
Ph-W302050,3,35
Ph-W302186,3,29
Ph-W302264,3,15
Ph-W302284,3,28
Ph-W302294,3,24
Ph-W302354,3,24
Ph-W302383,3,12
Ph-W302387,3,19
Ph-W302403,3,27
Ph-W302439,3,44
Ph-W302451,3,8
Ph-W302489,3,24
Ph-W302515,3,14
Ph-W302697,3,7
Ph-W302699,3,20
Ph-W302727,3,7
Ph-W302839,3,11
Ph-W302848,3,14
Ph-W302942,3,47
Ph-W302958,3,108
Ph-W302984,3,11
Ph-W302994,3,23
Ph-W303084,3,11
Ph-W303158,3,35
Ph-W303171,3,27
Ph-W303341,3,10
Ph-W303345,3,9
Ph-W303371,3,22
Ph-W303461,3,13
Ph-W303547,3,18
Ph-W303647,3,20
Ph-W303683,3,9
Ph-W303750,3,16
Ph-W303757,3,18
Ph-W303769,3,22
Ph-W303887,3,15
Ph-W303892,3,11
Ph-W303970,3,40
Ph-W303984,3,10
Ph-W303996,3,14
Ph-W304051,3,21
Ph-W304156,3,34
Ph-W304188,3,12
Ph-W304239,3,15
Ph-W304255,3,8
Ph-W304345,3,37
Ph-W304377,3,18
Ph-W304389,3,20
Ph-W304442,3,138
Ph-W304500,3,14
Ph-W304558,3,18
Ph-W304647,3,16
Ph-W304660,3,21
Ph-W304670,3,9
Ph-W304751,3,24
Ph-W304765,3,47
Ph-W304846,3,28
Ph-W304854,3,21
Ph-W304948,3,18
R2NM10009,3,6
R2NM1005,3,23
R2NM10242,3,10
R2NM10309,3,10
R2NM10448,3,30
R2NM10495,3,10
R2NM10658,3,13
R2NM10662,3,27
R2NM10749,3,16
R2NM10788,3,23
R2NM10789,3,27
R2NM10905,3,38
R2NM11083,3,11
R2NM11104,3,14
R2NM11144,3,8
R2NM1124,3,15
R2NM11442,3,13
R2NM11513,3,8
R2NM11521,3,20
R2NM11522,3,11
R2NM11568,3,23
R2NM11609,3,19
R2NM11644,3,28
R2NM11686,3,14
R2NM11694,3,14
R2NM11943,3,52
R2NM11951,3,9
R2NM1212,3,8
R2NM12150,3,20
R2NM1224,3,35
R2NM12292,3,12
R2NM12294,3,19
R2NM1236,3,13
R2NM12486,3,15
R2NM12692,3,9
R2NM12848,3,9
R2NM13050,3,29
R2NM13057,3,9
R2NM13314,3,16
R2NM13360,3,18
R2NM13539,3,13
R2NM13561,3,13
R2NM13638,3,20
R2NM13737,3,23
R2NM13748,3,17
R2NM14027,3,12
R2NM14120,3,17
R2NM14232,3,44
R2NM14355,3,10
R2NM14361,3,14
R2NM14538,3,9
R2NM14606,3,27
R2NM1465,3,12
R2NM14797,3,13
R2NM14856,3,24
R2NM14948,3,19
R2NM1541,3,17
R2NM15410,3,24
R2NM15640,3,15
R2NM16152,3,9
R2NM1646,3,34
R2NM16838,3,7
R2NM16974,3,18
R2NM16983,3,12
R2NM1702,3,15
R2NM17153,3,26
R2NM17196,3,10
R2NM17767,3,39
R2NM18016,3,14
R2NM18038,3,9
R2NM18076,3,37
R2NM18168,3,10
R2NM18219,3,22
R2NM18247,3,16
R2NM18272,3,49
R2NM18360,3,20
R2NM18455,3,22
R2NM18709,3,25
R2NM18837,3,9
R2NM18890,3,21
R2NM18909,3,23
R2NM18957,3,8
R2NM19045,3,13
R2NM19124,3,24
R2NM19135,3,8
R2NM19219,3,5
R2NM19239,3,10
R2NM19307,3,17
r2nm19343,3,31
R2NM1957,3,56
R2NM19883,3,13
R2NM20105,3,21
R2NM20499,3,30
R2NM20557,3,20
R2NM20568,3,46
R2NM20630,3,8
R2NM20773,3,12
R2NM20854,3,8
R2NM21040,3,26
R2NM21070,3,63
R2NM21090,3,7
R2NM21236,3,7
R2NM21276,3,11
R2NM21476,3,13
R2NM21571,3,19
R2NM226,3,11
R2NM2294,3,7
R2NM2490,3,10
R2NM2549,3,15
R2NM2602,3,17
R2NM2676,3,10
R2NM282,3,11
R2NM2959,3,21
R2NM3084,3,32
R2NM3243,3,22
R2NM327,3,12
R2NM3356,3,32
R2NM342,3,8
R2NM3458,3,8
R2NM356,3,15
R2NM362,3,21
R2NM3760,3,18
R2NM3921,3,15
R2NM3971,3,17
R2NM4019,3,25
R2NM4026,3,33
R2NM4125,3,10
R2NM4175,3,13
R2NM41782,3,30
R2NM41805,3,12
R2NM41858,3,7
R2NM41908,3,8
R2NM42052,3,21
R2NM42108,3,12
R2NM4221,3,23
R2NM42285,3,36
R2NM42374,3,14
R2NM42395,3,16
R2NM4244,3,9
R2NM42727,3,12
R2NM42842,3,24
R2NM43032,3,22
R2NM43124,3,10
R2NM43342,3,8
R2NM43435,3,16
R2NM4345,3,11
R2NM43470,3,10
R2NM43614,3,22
R2NM4451,3,24
R2NM4706,3,27
R2NM473,3,18
R2NM4814,3,14
R2NM4874,3,8
R2NM5020,3,74
R2NM5145,3,23
R2NM5205,3,15
R2NM5497,3,26
R2NM5618,3,11
R2NM5654,3,7
R2NM5701,3,10
R2NM5883,3,14
R2NM6024,3,22
R2NM6167,3,20
R2NM6204,3,24
R2NM652,3,30
R2NM657,3,7
R2NM670,3,9
R2NM6835,3,7
R2NM7011,3,23
R2NM7098,3,12
R2NM7137,3,14
R2NM738,3,42
R2NM7438,3,11
R2NM7441,3,17
R2NM7450,3,16
R2NM7520,3,19
R2NM7576,3,5
R2NM7632,3,11
R2NM8028,3,22
R2NM8249,3,15
R2NM825,3,21
R2NM8341,3,21
R2NM8400,3,20
R2NM8563,3,24
R2NM8629,3,17
R2NM8825,3,21
R2NM8854,3,19
R2NM8892,3,18
R2NM8903,3,21
R2NM8907,3,13
R2NM9017,3,22
R2NM9174,3,6
R2NM9238,3,11
R2NM9368,3,26
R2NM9456,3,13
R2NM9545,3,16
R2NM96,3,16
R2NM98,3,24
R2NM9841,3,11
R2NM9991,3,16
R2PH1,3,118
R2PH1009,3,20
R2PH10368,3,19
R2PH10467,3,12
R2PH10469,3,20
R2PH10531,3,9
R2PH10548,3,25
R2PH10693,3,22
R2PH10738,3,10
R2PH10805,3,15
R2PH10809,3,15
R2PH10927,3,31
R2PH11023,3,13
R2PH11103,3,9
R2PH11248,3,37
R2PH11261,3,42
R2PH11292,3,60
R2PH11432,3,15
R2PH11594,3,23
R2PH11790,3,12
R2PH11814,3,16
R2PH11825,3,8
R2PH11880,3,17
R2PH11984,3,8
R2PH12049,3,9
R2PH12149,3,47
R2PH12158,3,33
R2PH1218,3,19
R2PH1237,3,17
R2PH12466,3,5
R2PH12603,3,16
R2PH12667,3,59
R2PH12826,3,12
R2PH13062,3,13
R2PH13113,3,17
R2PH13201,3,11
R2PH13270,3,13
R2PH1332,3,19
R2PH134,3,10
R2PH13443,3,12
R2PH13466,3,13
R2PH13552,3,16
R2PH1357,3,15
R2PH13594,3,24
R2PH13599,3,20
R2PH13677,3,43
R2PH13804,3,19
R2PH13846,3,21
R2PH1391,3,27
R2PH13989,3,9
R2PH14002,3,49
R2PH14036,3,56
R2PH14245,3,27
R2PH14353,3,22
R2PH14560,3,13
R2PH14616,3,8
R2PH14807,3,26
R2PH14853,3,18
R2PH1488,3,50
R2PH1489,3,11
R2PH14903,3,20
R2PH14951,3,17
R2PH1498,3,11
R2PH15013,3,56
R2PH15031,3,22
R2PH151,3,18
R2PH15122,3,15
R2PH15254,3,16
R2PH15301,3,59
R2PH15324,3,6
R2PH15349,3,22
R2PH15392,3,21
R2PH15420,3,42
R2PH15482,3,25
R2PH155,3,17
R2PH15616,3,11
R2PH15731,3,17
R2PH15819,3,23
R2PH15865,3,11
R2PH15920,3,8
R2PH15924,3,37
R2PH16027,3,13
R2PH16079,3,16
R2PH16143,3,19
R2PH1622,3,26
R2PH16273,3,8
R2PH1629,3,10
R2PH16410,3,34
R2PH1652,3,17
R2PH16550,3,26
R2PH16603,3,10
R2PH16667,3,10
R2PH16893,3,9
R2PH16913,3,21
R2PH1705,3,15
R2PH17144,3,7
R2PH17206,3,12
R2PH17223,3,10
R2PH17276,3,33
R2PH17337,3,10
R2PH17450,3,8
R2PH17640,3,11
R2PH1788,3,16
R2PH18069,3,17
R2PH1811,3,18
R2PH18187,3,11
R2PH1833,3,71
R2PH1844,3,8
R2PH1858,3,10
R2PH18586,3,15
R2PH18617,3,46
R2PH18653,3,20
R2PH1869,3,16
R2PH18718,3,12
R2PH1877,3,11
R2PH1881,3,8
R2PH1894,3,13
R2PH19120,3,35
R2PH19132,3,10
R2PH1916,3,23
R2PH19181,3,20
R2PH19231,3,12
R2PH19232,3,12
R2PH1927,3,14
R2PH19437,3,13
R2PH1965,3,13
R2PH19694,3,6
R2PH19710,3,8
R2PH1972,3,15
R2PH19947,3,8
R2PH20224,3,15
R2PH20272,3,11
R2PH20290,3,20
R2PH20329,3,16
R2PH20469,3,14
R2PH2054,3,9
R2PH20791,3,12
R2PH2088,3,21
R2PH21216,3,16
R2PH21239,3,6
R2PH21324,3,22
R2PH21409,3,23
R2PH21427,3,11
R2PH21566,3,24
R2PH21588,3,21
R2PH21863,3,12
R2PH22009,3,10
R2PH22042,3,20
R2PH22206,3,41
R2PH22257,3,1016
R2PH22274,3,19
R2PH22366,3,23
R2PH22664,3,18
R2PH22693,3,19
R2PH22972,3,20
R2PH23008,3,18
R2PH23062,3,17
R2PH23088,3,29
R2PH23116,3,37
R2PH23209,3,15
R2PH23387,3,19
R2PH2346,3,10
R2PH23460,3,37
R2PH23491,3,20
R2PH23673,3,18
R2PH23710,3,14
R2PH23785,3,21
R2PH2386,3,12
R2PH23985,3,11
R2PH2405,3,46
R2PH24080,3,10
R2PH24131,3,14
R2PH24161,3,12
R2PH24243,3,45
R2PH24386,3,18
R2PH24529,3,20
R2PH24530,3,10
R2PH24574,3,25
R2PH24885,3,13
R2PH24892,3,10
R2PH24936,3,18
R2PH25076,3,27
R2PH25174,3,30
R2PH25400,3,8
R2PH25609,3,55
R2PH25637,3,20
R2PH25664,3,406
R2PH25691,3,24
R2PH25781,3,14
R2PH25786,3,22
R2PH25899,3,24
R2PH26031,3,19
R2PH26141,3,17
R2PH26195,3,20
R2PH26395,3,9
R2PH26474,3,35
R2PH26713,3,29
R2PH26774,3,18
R2PH26875,3,19
R2PH26908,3,27
R2PH27047,3,11
R2PH27214,3,27
R2PH27219,3,23
R2PH27335,3,22
R2PH27387,3,17
R2PH27419,3,48
R2PH27432,3,14
R2PH2744,3,17
R2PH27448,3,9
R2PH27587,3,9
R2PH27592,3,15
R2PH27797,3,12
R2PH27856,3,7
R2PH2801,3,16
R2PH28065,3,25
R2PH28242,3,10
R2PH2840,3,11
R2PH2843,3,15
R2PH29160,3,24
R2PH29263,3,125
R2PH29315,3,19
R2PH29416,3,9
R2PH29521,3,17
R2PH29692,3,11
R2PH297,3,11
R2PH29881,3,44
R2PH29980,3,31
R2PH29991,3,15
R2PH30079,3,16
R2PH30207,3,21
R2PH30249,3,19
R2PH3045,3,27
R2PH30460,3,29
R2PH30540,3,19
R2PH30782,3,31
R2PH30864,3,16
R2PH310,3,19
R2PH31060,3,32
R2PH31094,3,15
R2PH31467,3,9
R2PH31575,3,27
R2PH31605,3,19
R2PH31640,3,13
